composition,critical_temperature_tc
Bi2Ca2Sr1Cu2O8+Z,70.0
Bi2Ca1.5Y0.5Sr1Cu2O8+Z,65.0
Tl2Ca2Ba2Cu3OZ,125.0
Tl2Ca1Ba2Cu2OZ,108.0
Nd1.85Ce0.15Cu1O4-Z,22.3
Nd1.3Ce0.2Sr0.5Cu1O4-Z,24.0
La2Cu1O4+Z,35.0
Tb1Pb1Sr2Ca3Cu4OZ,36.0
Ho1Pb1Sr2Ca3Cu4OZ,41.0
Er1Pb1Sr2Ca3Cu4OZ,33.0
Tm1Pb1Sr2Ca3Cu4OZ,38.0
Yb1Pb1Sr2Ca3Cu4OZ,48.0
Lu1Pb1Sr2Ca3Cu4OZ,33.0
Y1Pb1Sr2Ca3Cu4OZ,31.0
La1Pb1Sr2Ca3Cu4OZ,22.0
Ce1Pb1Sr2Ca3Cu4OZ,62.0
Pr1Pb1Sr2Ca3Cu4OZ,18.0
Nd1Pb1Sr2Ca3Cu4OZ,40.0
Sm1Pb1Sr2Ca3Cu4OZ,35.0
Eu1Pb1Sr2Ca3Cu4OZ,38.0
Gd1Pb1Sr2Ca3Cu4OZ,42.0
Nd1.2Ce0.35Sr0.45Cu1O4-Z,21.2
Nd1Ba2Cu3O7-Z,94.2
Nd1.1Ba1.9Cu3O7-Z,78.5
Nd1.2Ba1.8Cu3O7-Z,48.8
Nd1.3Ba1.7Cu3O7-Z,34.2
Y1Ba2Cu3OZ,89.8
Tl2Ba2Ca1Cu2OX,106.0
Tl2Ba2Ca2Cu3OX,129.0
Gd1Ba2Cu2.64Fe0.36O6.99,21.0
Gd1Ba2Cu3O6.99,94.0
Gd1Ba2Cu2.91Fe0.09O6.94,75.0
Gd1Ba2Cu2.82Fe0.18O6.91,41.0
Gd1Ba2Cu2.73Fe0.27O6.98,40.0
Sm1Ba2Cu3O7,88.1
Gd1Ba2Cu3OZ,92.7
Gd1Ba2Cu2.972Fe0.03OZ,90.0
Gd1Ba2Cu2.95Fe0.05OZ,89.1
Gd1Ba2Cu2.93Fe0.07OZ,86.9
Gd1Ba2Cu2.9Fe0.1OZ,75.3
Gd1Ba2Cu2.85Fe0.15OZ,69.1
Gd1Ba2Cu2.8Fe0.2OZ,58.7
Gd1Ba2Cu2.7Fe0.3OZ,36.2
Y1Ba2Cu3O6.96,88.1
La1.8Sr0.2Cu1O3.95,30.4
Bi2Sr2Ca1Cu2O8+Z,72.5
Bi2Sr2Ca0.9Lu0.1Cu2O8+Z,83.5
Bi2Sr2Ca0.8Lu0.2Cu2O8+Z,89.5
Bi2Sr2Ca0.7Lu0.3Cu2O8+Z,87.0
Bi2Sr2Ca0.6Lu0.4Cu2O8+Z,65.0
Bi2Sr2Ca0.5Lu0.5Cu2O8+Z,29.0
Bi2Sr2Ca0.9Na0.1Cu2O8+Z,70.5
Bi2Sr2Ca0.8Na0.2Cu2O8+Z,73.5
Bi2Sr2Ca0.7Na0.3Cu2O8+Z,72.5
Bi2Sr2Ca1Cu2O8+Z,60.0
Bi2Sr2Ca0.9Na0.1Cu2O8+Z,63.5
Bi2Sr2Ca0.8Na0.2Cu2O8+Z,66.0
Bi2Sr2Ca0.7Na0.3Cu2O8+Z,65.5
Bi2Sr2Ca1Cu2O8+Z,49.5
Bi2Sr2Ca0.9Na0.1Cu2O8+Z,51.0
Bi2Sr2Ca0.8Na0.2Cu2O8+Z,53.0
Bi2Sr2Ca0.7Na0.3Cu2O8+Z,54.0
Y1Ba2Cu3O6.45,40.0
Y1Ba2Cu3O6.5,20.0
Y1Ba2Cu3O6.8,83.0
Y1Ba2Cu3O7-Z,82.0
Y1Ba2Cu3O6.8,91.4
Y1Ba2Cu3O6.95,89.0
Bi1.84Pb0.34Sr1.91Ca2.03Cu3.06OZ,105.0
Bi0.7Pb0.3Sr1Ca1Cu1.8O6,73.0
Bi1Sr1Ca1Cu2OX,80.0
Bi2Sr1.8La0.2Ca1Cu2O8+X,85.0
Bi2Sr1.6La0.4Ca1Cu2O8+X,74.0
Bi2Sr1.4La0.6Ca1Cu2O8+X,25.5
Bi2Sr1.8K0.2Ca1Cu2O8+X,75.0
Bi2Sr1.6K0.4Ca1Cu2O8+X,78.0
Bi2Sr1.8K0.2Ca1Cu2O8+X,66.5
Bi2Sr1.6K0.4Ca1Cu2O8+X,73.0
Bi2Sr1.8K0.2Ca1Cu2O8+X,55.5
Bi2Sr1.6K0.4Ca1Cu2O8+X,64.0
Y1Ba2Cu3O7-Z,92.0
Y0.9Pr0.1Ba2Cu3O7-Z,83.3
Y0.8Pr0.2Ba2Cu3O7-Z,75.2
Y0.7Pr0.3Ba2Cu3O7-Z,59.1
Y0.6Pr0.4Ba2Cu3O7-Z,49.4
Y0.5Pr0.5Ba2Cu3O7-Z,28.9
Er1Ba2Cu3O6.53,54.3
Er1Ba2Cu3O6.64,61.3
Er1Ba2Cu3O6.78,78.2
Er1Ba2Cu3O6.87,94.5
Er1Ba2Cu3O7,92.5
Bi2Sr2Ca0.9Y0.1Cu2O8+Z,81.5
Bi2Sr2Ca1Cu2O8+Z,70.7
Bi2Sr2Ca0.8Y0.2Cu2O8+Z,84.5
Bi2Sr2Ca0.7Y0.3Cu2O8+Z,80.0
Bi2Sr2Ca0.6Y0.4Cu2O8+Z,71.5
Bi2Sr2Ca0.5Y0.5Cu2O8+Z,12.0
Bi2Sr2Ca0.55Y0.45Cu2O8+Z,42.0
Y1Ba2Cu3O6.96,88.5
Y0.9Pr0.1Ba2Cu3O6.91,81.0
Y0.8Pr0.2Ba2Cu3O6.91,62.7
Y0.7Pr0.3Ba2Cu3O6.88,47.5
Y0.65Pr0.35Ba2Cu3O7.01,44.5
Y0.6Pr0.4Ba2Cu3O6.9,32.0
Y0.55Pr0.45Ba2Cu3O7.01,29.2
Y1Ba2Cu3O7,92.1
Eu1Ba2Cu3O7,92.15
Y1Ba2Cu3O7,90.0
Y1Ba2Cu3O7,92.1
Y1Ba2Cu3O7.1,91.3
Y1Ba2Cu3O7,89.9
Y1Ba2Cu3O7,91.6
La1.85Sr0.15Cu1O4,35.0
Y1Ba2Cu3O7,92.0
Bi2La0.5Ca1.5Cu2OZ,39.6
Bi2La0.3Ca2.7Cu2OZ,20.2
Bi2Pr0.5Ca1.5Cu2OZ,46.8
Ba0.6K0.4Bi1O3,29.0
La1Ba2Cu2.9O6.82,45.0
La1Ba2Cu3O6.85,93.0
Y1Ba2Cu3O6.9,92.0
Y1Ba2Cu2.9Zn0.1O6.94,57.0
Y1Ba2Cu2.9Al0.1O7.1,85.0
Y1Ba2Cu2.9Sn0.1O7.28,90.0
Tl2Ba2Ca2Cu3OZ,119.0
La2Cu1O4,21.5
La1.88Ba0.12Cu1O4,35.0
La1.84Sr0.16Cu1O4,37.0
La1.84Sr0.16Cu0.987Ni0.013O4,25.0
La1.84Sr0.16Cu0.975Ni0.025O4,15.0
Bi4Ca3Sr3Cu4O16,84.5
Bi4Ca3Sr3Cu4O16,93.5
Bi4Ca3Sr3Cu4O16,86.5
Bi2Sr2Cu1O6+Y,10.0
Bi2Sr2Ca1Cu2O8+Y,85.0
Bi2Sr2Ca2Cu3O10+Y,110.0
Bi1Sr1Ca1Cu2OX,110.0
Bi2Sr2Ca1Cu2OX,80.0
Eu1Ba2Cu3O7-Z,90.0
Bi2.15Sr1.68Ca1.17Cu2OZ,68.0
Bi2.4Sr2Ca1.6Cu3OZ,70.0
Li0.9Mo6O17,1.7
Bi2.2Sr2Ca1.8Cu3OZ,30.0
Bi2Sr2Ca2Cu3OZ,76.0
Bi1.95Sr2Ca2Cu3OZ,58.0
Bi1.8Sr2Ca2Cu3OZ,95.0
Bi1.7Sr2Ca2Cu3Pb0.3OZ,106.0
Bi1.9Sr2Ca2Cu3Pb0.3OZ,104.0
Bi1.8Sr2Ca2Cu3Pb0.6OZ,104.0
Y1Ba2Cu3O7,92.0
Y1Ba2Cu3O7-Z,92.6
Y1Ba2Cu2.97Al0.03O7-Z,86.1
Y1Ba2Cu2.94Al0.06O7-Z,80.3
Y1Ba2Cu2.88Al0.12O7-Z,68.6
Y1Ba2Cu2.82Al0.18O7-Z,72.1
Y1Ba2Cu2.76Al0.24O7-Z,72.1
Y1Ba2Cu2.7Al0.3O7-Z,59.4
Y1Ba2Cu2.97Fe0.03O7-Z,89.0
Y1Ba2Cu2.949Fe0.051O7-Z,78.0
Y1Ba2Cu2.901Fe0.099O7-Z,62.0
Y1Ba2Cu2.799Fe0.201O7-Z,39.0
Y1Ba2Cu3O7-Z,89.0
Y0.33Ba0.67Cu3OX,97.0
Y2Ba3Cu5OX,97.0
Y1Ba2Cu3O7.1,92.0
Y1Ba2Cu3O7,90.0
Y1.1Ba2Cu3OX,77.5
Ba1Pb0.8Bi0.2O3,9.5
Y1Ba2Cu3O7-Z,92.2
Y1Ba2Cu2.94Ga0.06O7-Z,86.9
Y1Ba2Cu2.91Ga0.09O7-Z,77.5
Y1Ba2Cu2.88Ga0.12O7-Z,68.2
Y1Ba2Cu2.85Ga0.15O7-Z,68.2
Y1Ba2Cu2.82Ga0.18O7-Z,58.2
Y1Ba2Cu2.76Ga0.24O7-Z,45.7
Y1Ba2Cu2.7Ga0.3O7-Z,24.7
La1Ba2Cu3O7-Z,92.0
Tl2Sr2Ca2Cu3O10+X,16.0
Tl2Sr1Ca2Cu3O9+X,70.0
Tl2.2Ca2Ba2.14Cu3.72OY,110.0
Bi1.7Sr1.3Ca2Cu3OX,95.0
Y1Ba2Cu3O6.94,95.0
Y1Ba2Cu2.97Fe0.03O7-Z,89.0
Y1Ba2Cu2.949Fe0.051O7-Z,78.0
Y1Ba2Cu2.901Fe0.099O7-Z,62.0
Y1Ba2Cu2.799Fe0.201O7-Z,39.0
Y1Ba2Cu3O7,91.8
Y1Ba2Cu3O6.78,85.4
Y1Ba2Cu3O6.76,77.8
Y1Ba2Cu3O6.72,60.8
Y1Ba2Cu3O6.6,58.9
Y1Ba2Cu3O6.53,54.8
Y1Ba2Cu3O6.51,45.4
Y1Ba2Cu3O6.3,28.0
Y1Ba2Cu2.73Fe0.27O7.1,69.0
La1.85Sr0.15Cu1O4,37.8
La1.85Sr0.15Cu0.995Zn0.005O4,35.1
La1.85Sr0.15Cu0.99Zn0.01O4,30.1
La1.85Sr0.15Cu0.985Zn0.015O4,22.1
La1.85Sr0.15Cu0.98Zn0.02O4,6.5
Y1Ba2Cu3O6.41,22.5
Y1Ba2Cu3O7,92.5
Y1Ba2Cu3O6.89,64.7
Y1Ba2Cu3O6.67,52.5
Y1Ba2Cu3O6.56,50.4
Y1Ba2Cu3O6.49,37.5
Y1Ba2Cu3O7-Z,90.0
Y1Ba2Cu2.955Fe0.045O7-Z,82.6
Y1Ba2Cu2.895Fe0.105O7-Z,67.0
Y1Ba2Cu2.85Fe0.15O7-Z,61.0
Y1Ba2Cu2.7Fe0.3O7-Z,2.0
Y1Ba2Cu2.829Zn0.171O7-Z,2.2
Y1Ba2Cu2.85Zn0.15O7-Z,12.5
Y1Ba2Cu2.868Zn0.132O7-Z,19.3
Y1Ba2Cu2.901Zn0.099O7-Z,37.5
Y1Ba2Cu2.919Zn0.081O7-Z,47.4
Y1Ba2Cu2.949Zn0.051O7-Y,62.7
Y1Ba2Cu2.97Zn0.03O7-Y,72.3
Y1Ba2Cu3O7-Y,87.8
Y1Ba2Cu3O7-X,91.25
Y1Ba2Cu3S0.001O7-X,92.0
Y1Ba2Cu3S0.05O7-X,93.5
Y1Ba2Cu3Se0.05O7-X,91.0
Y1Ba2Cu3O6.9,80.0
Sm1Ba2Cu3O6.944,94.0
Sm1.2Ba1.8Cu3O6.965,47.0
Sm1.1Ba1.9Cu3O7-Z,73.0
Sm1.35Ba1.65Cu3O7-Z,8.5
Bi2Sr2Ca0.67Y0.33Cu2O8+Z,34.3
Bi2Sr2Ca0.83Y0.17Cu2O8+Z,48.4
Bi2Sr2Ca1Cu2O8+Z,52.4
Bi2Sr2Ca0.5Y0.5Cu2O8+Z,17.0
Bi1Pb0.1Sr1Ca1Cu2OX,111.0
Bi1Pb0.2Sr1Ca1Cu2OX,109.0
Bi1Pb0.3Sr1Ca1Cu2OX,105.0
Bi1Pb0.4Sr1Ca1Cu2OX,101.5
Bi0.8Pb0.1Sr0.8Ca1Cu1.4OX,101.0
Bi0.8Pb0.2Sr0.8Ca1Cu1.4OX,105.5
Bi0.8Pb0.3Sr0.8Ca1Cu1.4OX,104.0
Bi0.8Pb0.4Sr0.8Ca1Cu1.4OX,100.5
Y1Ba1.95Cs0.05Cu3O7-Z,85.5
Bi2.2Sr1.8Ca1Cu2OY,90.0
Y1Ba2Cu3O6.9,82.0
Y1Ba2Cu3O6.95,89.9
Y1Ba2Cu3O7,91.1
Eu1Ba2Cu3OY,94.8
Y1Ba2Cu3O7,93.15
Bi2Sr2Ca1Cu2OX,85.0
Y1Ba2Cu3O7-Z,92.11
Y0.96Tb0.04Ba2Cu3O7-Z,92.01
Y0.92Tb0.08Ba2Cu3O7-Z,92.01
Y0.88Tb0.12Ba2Cu3O7-Z,92.1
Y1Ba2Cu3O7,91.06
Y1Ba2Cu2.97Ga0.03O7,90.88
Y1Ba2Cu2.94Ga0.06O7,87.99
Y1Ba2Cu2.91Ga0.09O7,83.71
Y1Ba2Cu2.88Ga0.12O7,79.89
Y1Ba2Cu2.85Ga0.15O7,78.49
Y1Ba2Cu2.82Ga0.18O7,79.24
Y1Ba2Cu2.79Ga0.21O7,76.91
Y1Ba2Cu2.76Ga0.24O7,71.79
Y1Ba2Cu2.73Ga0.27O7,67.04
Y1Ba2Cu2.67Ga0.33O7,65.64
Y1Ba2Cu2.61Ga0.39O7,64.8
Y1Ba2Cu2.55Ga0.45O7,65.36
Y1Ba2Cu2.4Ga0.6O7,63.31
Y1Ba2Cu3O7,89.66
Y1Ba2Cu2.97Zn0.03O7,78.21
Y1Ba2Cu2.94Zn0.06O7,67.04
Y1Ba2Cu2.91Zn0.09O7,55.87
Y1Ba2Cu2.88Zn0.12O7,47.02
Y1Ba2Cu2.85Zn0.15O7,45.53
Y1Ba2Cu2.82Zn0.18O7,46.18
Y1Ba2Cu2.885Zn0.195O7,32.4
Y1Ba2Cu2.79Zn0.21O7,35.2
Y1Ba2Cu2.7Zn0.3O7,27.0
Y1Ba2Cu2.76Zn0.24O7,29.05
La1.9Sr0.1Cu1O4,26.2
La1.85Sr0.15Cu1O4,28.6
La1.8Sr0.2Cu1O4,18.9
La1.7Sr0.3Cu1O4,15.2
Bi2Sr2.8Nd0.2Cu2OY,62.94
Bi2Sr2.7Nd0.3Cu2OY,63.38
Bi2Sr2.6Nd0.4Cu2OY,55.28
Bi2Sr2.5Nd0.5Cu2OY,50.09
Bi2Sr2Ca1Cu2OY,72.18
Bi2Sr1.9La0.1Ca1Cu2OY,85.04
Bi2Sr1.8La0.2Ca1Cu2OY,90.58
Bi2Sr1.7La0.3Ca1Cu2OY,86.0
Bi2Sr1.6La0.4Ca1Cu2OY,75.18
Bi2Sr1.5La0.5Ca1Cu2OY,55.63
Bi2Sr1.4La0.6Ca1Cu2OY,39.44
Bi1Sr1Cu1OY,5.28
Bi1Sr0.95Nd0.05Cu1OY,8.01
Bi1Sr0.9Nd0.1Cu1OY,10.74
Bi1Sr0.85Nd0.15Cu1OY,13.56
Bi1Sr0.8Nd0.2Cu1OY,14.79
Bi1Sr0.75Nd0.25Cu1OY,14.96
Bi1Sr0.7Nd0.3Cu1OY,13.2
Bi1Sr0.65Nd0.35Cu1OY,10.21
Tl2.5Nd1Sr2Cu2.5OX,28.575
Tl2.5Pb0.2Nd1Sr2Cu2.5OX,36.48
Tl2.5Pb0.5Nd1Sr2Cu2.5OX,39.87
Tl2.5Pb0.6Nd1Sr2Cu2.5OX,39.785
Tl2.5Pb0.7Nd1Sr2Cu2.5OX,36.585
Tl2.5Pb1Nd1Sr2Cu2.5OX,41.26
Tl2.5Pb0.3Pr1Sr2Cu2.5OX,39.06
Tl2.5Pb0.5Pr1Sr2Cu2.5OX,27.89
Tl2.5Pb0.65Pr1Sr2Cu2.5OX,30.28
Tl2.5Pb0.8Pr1Sr2Cu2.5OX,27.81
Tl2.5Pb1Pr1Sr2Cu2.5OX,39.22
Y1Ba2Cu2.98Ni0.02O7,91.6
Y1Ba2Cu2.95Ni0.05O7,90.6
Y1Ba2Cu2.9Ni0.1O7,83.0
Y1Ba2Cu2.8Ni0.2O7,79.4
Y1Ba2Cu2.6Ni0.4O7,71.0
Bi2Ca1Sr2Cu2O8,88.0
Ba1Y0.67La0.33Cu1.8Li0.2OX,90.0
Tl1.5Pb0.3Nd2Sr2Cu2OX,37.5
Tl1.5Pb0.5Nd2Sr2Cu2OX,37.9
Tl1.5Pb0.7Nd2Sr2Cu2OX,30.45
Tl1.5Pb1Nd2Sr2Cu2OX,44.1
Tl1.5Pb0.5Sm2Sr2Cu2OX,23.6
Tl1.5Pb0.5Pr2Sr2Cu2OX,16.7
Tl1.5Nd1Sr2Cu3OX,36.1
Tl1.5Nd2Sr2Cu3OX,29.8
Tl1.5Pb0.5Nd1Sr2Cu3OX,39.6
Tl1.5Pb0.5Nd2Sr2Cu3OX,38.8
Tl1.5Nd2Sr2Cu2OX,28.65
Nd1.85Ce0.15Cu1O3.93,24.0
Pr1.85Ce0.15Cu1O4-X,17.0
Sm1.85Ce0.15Cu1O4-X,15.0
Y1Ba2Cu2.6Ni0.4O7,58.0
Sm1La0.75Sr0.25Cu1O3.95,20.0
Bi1Sr1Cu1OY,6.7
Bi1.95La0.05Sr1Cu1OY,20.0
La1.85Sr0.15Cu1O4-Z,35.0
Y1Ba2Cu3O7-Z,92.0
Y1Ba2Cu3O7-Z,92.0
La1.8Ba0.2Cu1O4,29.0
La1.8Sr0.2Cu1O4,36.0
La1.92Sr0.08Cu1OZ,21.8
La1.88Sr0.12Cu1OZ,30.3
La1.84Sr0.16Cu1OZ,38.0
La1.8Sr0.2Cu1OZ,32.7
La1.76Sr0.24Cu1OZ,18.7
La1.91Sr0.09Cu1O4,11.0
Y1Ba2Cu3O6.9,92.0
Y1Ba2Cu3O6.7,85.4
La1.8Ba0.2Cu1O4-Y,28.0
La2Cu1O4-Y,33.0
Tl2Ba2Ca2Cu3OX,119.0
Bi2Sr2Ca2Cu2OX,84.0
La1.925Sr0.075Cu1O4,21.2
La1.887Sr0.113Cu1O4,29.7
La1.85Sr0.15Cu1O4,37.8
La1.812Sr0.188Cu1O4,34.4
La1.775Sr0.225Cu1O4,23.0
La1.737Sr0.263Cu1O4,8.0
Y2Ba4Cu7O15-X,55.0
Eu2Ba4Cu7O15-X,45.0
Gd2Ba4Cu7O15-X,45.0
Dy2Ba4Cu7O15-X,50.0
Ho2Ba4Cu7O15-X,55.0
Er2Ba4Cu7O15-X,55.0
Ba0.77K0.23Bi1O3,28.0
Ba0.7K0.75Bi1OY,29.0
Ba0.9K0.2Bi1O3-Z,20.0
Ba0.9K0.24Bi1O3-Z,22.0
Ba0.9Rb0.2Bi1O3-Z,15.0
Ba0.6K0.4Bi1O3-Z,26.0
Sm1Ba2Cu3O6.941,90.7
Sm1Ba2Cu3O7,95.5
Sm1Ba2Cu3O6.927,88.1
Sm1Ba2Cu3O6.9,87.0
Sm1Ba2Cu3O6.878,91.1
Sm1Ba2Cu3O6.813,83.6
Sm1Ba2Cu3O6.773,87.8
Sm1Ba2Cu3O6.734,67.6
Sm1Ba2Cu3O6.709,59.8
Sm1Ba2Cu3O6.554,44.7
Y1Ba2Cu3OZ,90.53
La1Ba2Cu3OZ,47.73
Nd1Ba2Cu3OZ,87.63
Sm1Ba2Cu3OZ,92.33
Eu1Ba2Cu3OZ,93.83
Dy1Ba2Cu3OZ,91.23
Ho1Ba2Cu3OZ,89.43
Er1Ba2Cu3OZ,91.1
Tm1Ba2Cu3OZ,90.1
Bi2Sr2Ca1Cu2O8-X,83.0
Bi2Sr2Ca1Cu2O8-X,25.0
Nd1.85Ce0.15Cu1O4-Y,20.9
Y1Ba2Cu3O7,91.5
Bi2Sr2Ca1Cu2OZ,82.0
Y1Ba1.9Ca0.1Cu3O6.84,85.0
Y1Ba1.9Sr0.1Cu3O6.89,89.0
Y1Ba2Cu2.975Zn0.025O6.93,82.8
Y1Ba2Cu2.95Zn0.05O6.94,73.9
Y1Ba2Cu2.925Zn0.075O6.94,65.0
Y1Ba2Cu2.9Zn0.1O6.94,56.9
Y1Ba2Cu2.8Zn0.2O6.88,54.7
Y1Ba2Cu2.7Zn0.3O6.92,47.2
Y1Ba2Cu2.97Fe0.03O7-Z,91.0
Y1Ba2Cu2.82Fe0.18O7-Z,72.2
Y0.9Er0.1Ba1.9Sr0.1Cu3O7-Z,88.0
Y0.9Ho0.1Ba2Cu3O7-Z,60.0
Y1Ba2Cu2.975Zn0.025O6.85,72.85
Y1Ba2Cu2.95Zn0.05O6.85,66.19
Y1Ba2Cu2.925Zn0.075O6.85,63.6
Y1Ba2Cu2.9Zn0.1O6.85,50.08
Y1Ba2Cu2.85Zn0.15O6.85,47.6
Y1Ba2Cu2.8Zn0.2O6.85,30.69
Y1Ba2Cu2.8Ni0.2O7,63.5
Y1Ba2Cu2.88Ni0.12O7,74.3
Y1Ba2Cu2.75Ni0.25O7,54.0
Y1Ba2Cu2.72Ni0.28O7,51.0
Y1Ba2Cu2.89Co0.11O7,64.0
Y1Ba2Cu2.82Co0.18O7,46.0
Bi2Sr2Ca1Cu2OX,86.0
Y1Ba2Cu3O7-z,89.5
Y1Ba2Cu3O7-Z,81.0
Y1Ba2Cu3O7-Z,91.0
Bi2Sr2Ca1Cu2O8,90.0
Y1Ba1.9K0.1Cu3O6.9,91.5
La1.8Sr0.2Cu1O4,37.2
Y1Ba2Cu3O7,91.0
Y1Ba2Cu3O7,92.0
Y1Ba2Cu3O7-Z,92.0
Y1Ba2Cu3O7-Z,92.0
Y1Ba2Cu3O7-Z,90.5
Tl2Ba2Ca2Cu3OX,125.0
Tl2Ba2Ca1Cu2OX,101.0
Tl2Ba2Cu1OX,10.0
Y1Ba2Cu3O7,89.9
Y1Ba2Cu3O7,91.4
Y1Ba2Cu2.97Fe0.03O7,91.2
Y1Ba2Cu2.94Fe0.06O7,89.3
Y1Ba2Cu2.88Fe0.12O7,77.3
Y1Ba2Cu3O7,90.5
Y1Ba2Cu3O7,92.0
Y1Ba2Cu3O7,91.5
Y1Ba2Cu3O7,95.0
Y1Ba2Cu3O7,91.0
Y1Ba2Cu3O7,92.0
Y1Ba2Cu3O7,91.0
Y1.1Ba1.9Cu3O7-Z,91.0
Y1Ba2Cu3O6.5,50.0
Y1Ba2Cu3O6.92,91.0
Y1Ba2Cu3O6.66,50.0
Y1Ba2Cu3O6.95,91.0
Y1Ba2Cu3O7,92.0
Y1Ba2Cu3OX,93.0
La1.8Sr0.2Cu1O4-Z,35.0
Gd1Ba2Cu3O7-Z,92.7
Gd1Ba2Cu3O7-Z,49.0
Gd1Ba2Cu2.925Fe0.075O7-Z,81.3
Gd1Ba2Cu2.85Fe0.15O7-Z,63.1
Gd1Ba2Cu2.7Fe0.3O7-Z,2.9
Y1Ba2Cu3O7-Z,88.9
Y1Ba2Cu3O7-Z,89.2
Y1Ba2Cu3O7-Z,90.1
Y1Ba2Cu3O7-Z,92.0
Y1Ba2Cu3O7-Z,91.0
Bi4.1Sr2.4Ca2.4Cu4OX,75.0
Y0.9Ba2.1Cu3O7-Z,92.0
Y1.1Ba1.9Cu3O7-Z,92.0
Ba0.6K0.4Bi1O3,27.0
La1.8Ba0.2Cu1O4-Y,31.0
La1.8Sr0.2Cu1O4-Z,32.5
Bi1.7Pb0.2Sb0.1Sr2Ca2Cu3OZ,116.0
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3OZ,116.0
Bi1.5Pb0.4Sb0.1Sr2Ca2Cu3OZ,110.0
Bi1.4Pb0.5Sb0.1Sr2Ca2Cu3OZ,109.0
La1.8Sr0.2Cu1O4,41.5
La1.85Ba0.15Cu1O4,29.0
Y1Ba2Cu3O7-Z,88.5
Tl2Ba2Ca2Cu3O10+Z,105.0
Tl2Ba2Ca2Cu3O10+Z,105.0
Bi2Sr2Ca1Cu2O8,98.0
Bi2Sr2Ca6Cu8O19,80.0
Bi2Sr2Ca1Cu2O8,84.0
Bi2Sr2Ca1Cu2O8,84.0
Bi2Sr2Ca2Cu4O11,95.0
Tl1Ba1Ca1Cu2O5.5,114.0
Bi2.15Sr1.68Ca1.17Cu2O8,80.0
Tl2Ba2Ca1Cu2O7.876,110.0
Tl2Ba2Ca1Cu2O7.833,112.0
Tl2Ba2Ca1Cu2O8,87.0
Tl2Ba2Ca1Cu2O7.984,92.0
Tl2Ba2Ca1Cu2O7.978,95.0
Tl2Ba2Ca1Cu2O7.958,107.0
Tl2Ba2Ca1Cu2O7.946,107.0
Tl2Ba2Ca2Cu3O10,115.0
Tl2Ba2Ca2Cu3O9.964,112.0
Tl2Ba2Ca2Cu3O9.877,111.0
Tl2Ba2Ca2Cu3O9.841,110.0
Bi2Sr2Ca1Cu2O8,85.0
Tl0.5Pb0.5Ca0.8Er0.2Sr2Cu2OX,110.0
Tl2Ba2Ca2Cu3O10+Z,110.0
Tl2Ba2Cu1O5.989,10.0
Y1Ba2Cu3O6.29,21.9
Y1Ba2Cu3O6.34,23.5
Y1Ba2Cu3O6.43,26.4
Y1Ba2Cu3O6.5,50.1
Y1Ba2Cu3O6.54,54.0
Y1Ba2Cu3O6.58,56.3
Y1Ba2Cu3O6.64,59.7
Y1Ba2Cu3O6.72,85.0
Y1Ba2Cu3O6.8,93.9
Y1Ba2Cu3O6.87,93.2
Tl2Ba2Cu1O5.957,38.0
Tl2Ba2Cu1O5.947,50.0
Tl2Ba2Cu1O5.943,56.0
Tl2Ba2Ca1Cu2O7.984,90.0
Tl2Ba2Ca1Cu2O7.978,95.0
Tl2Ba2Ca1Cu2O7.958,107.0
Tl2Ba2Ca1Cu2O7.946,107.0
Tl2Ba2Ca1Cu2O7.876,110.0
Tl2Ba2Ca1Cu2O7.833,112.0
Tl2Ba2Cu1O5.94,58.0
Tl2Ba2Cu1O5.929,70.0
Tl2Ba2Cu1O5.912,82.0
Tl2Ba2Cu1O5.876,87.0
Tl2Ba2Ca2Cu3O10,115.0
Tl2Ba2Ca2Cu3O9.964,112.0
Tl2Ba2Ca2Cu3O9.877,111.0
Tl2Ba2Ca2Cu3O9.841,110.0
Tl2Ba2Ca1Cu2O8,87.0
Tl2Ba2Cu1O5.963,53.0
Tl2Ba2Cu1O6,50.0
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O10,109.0
Ho1Ba2Cu4O8,78.5
Ho1Ba2Cu4O8,77.0
Ho0.95Ca0.05Ba2Cu4O8,81.0
Ho0.9Ca0.1Ba2Cu4O8,87.0
Ho0.85Ca0.15Ba2Cu4O8,87.0
Ho0.8Ca0.2Ba2Cu4O8,87.0
Ho0.7Ca0.3Ba2Cu4O8,87.0
Y1Ba2Cu4O8,81.0
Y0.95Ca0.05Ba2Cu4O8,84.0
Y0.9Ca0.1Ba2Cu4O8,89.5
Y0.85Ca0.15Ba2Cu4O8,90.0
Y0.8Ca0.2Ba2Cu4O8,90.0
Y0.7Ca0.3Ba2Cu4O8,90.0
La1.8Ba0.2Cu1O4-Y,31.0
La1.8Sr0.2Cu1O4-Z,34.0
Bi1.85Pb0.35Sr1.9Ca2.1Cu3.1OY,112.0
Y1Ba2Cu3O7-Z,89.5
Bi4Sr4Ca2Cu4O16.25,82.4
Bi4Sr4Ca1.9Tm0.1Cu4O16.28,83.9
Bi4Sr4Ca1.8Tm0.2Cu4O16.38,83.9
Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3
Bi4Sr4Ca1Tm1Cu4O16.67,37.7
Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5
